TICKETID,CLEAN_PROBLEM,RESOLUTION_SUMMARY,URGENCYCODE,CATEGORY
t6UJ9A00FHES,We need to replicate the cs3live environment to cs3demo. This involves copying data and settings from one environment to another.,"The support team provided guidance on how to restore a backup of the cs3live database to the cs3demo database. They explained the process of taking a SQL backup, which involves connecting to the cs3live database, selecting the backup options, and ensuring the destination has enough space. The customer was shown how to take the backup and then restore it to the cs3demo database. The support team also clarified that the database can be used while the backup is in progress and that restoring the database involves ensuring it is pointing to the correct database and filenames.",3,S1000v3
t6UJ9A00FGEH,You need to set up a new carrier that can be selected as a delivery method on a customer's account. The question is whether this can be done through the existing menu options or if it requires input from Datel.,"The support team helped the customer resolve their issue by identifying the location of a specific option in the system. They provided guidance on how to access and use the option, which was initially unclear to the customer. The customer was then able to set up the required master files. The support team also assisted with setting up additional settings, which the customer had requested. The issue was resolved, and the customer was thanked for their understanding. The support team remained connected to the customer's system until the issue was resolved.",1,S1000v4
t6UJ9A00FGFL,"The user is currently stuck in a state of being ""frozen"" in a specific location or mode, referred to as ""PO"", which is likely an abbreviation for ""Point of Sale"" or a similar system.","The support team member has ended their active session and instructed the customer to end their session as well. The customer's colleague was also affected and was frozen in Sage. The customer has now ended their session, allowing the issue to be resolved.",3,S1000v4
t6UJ9A00FG9L,The sale invoice batch is currently locked and needs to be unlocked.,"The support team connected to the server to clear a lock. They then killed a hung session to resolve the issue. After that, they posted a batch, which was the final step to resolve the problem.",3,S1000v4
t6UJ9A00FG3U,Sage is unable to print an invoice batch.,The issue has been resolved. The customer has confirmed that the problem is now clear.,3,S1000v4
t6UJ9A00FFZS,"The sales order has all purchase orders (POs) booked in, but 238 items are still on backorder. There is no stock available for these items, indicating a discrepancy between the booked POs and the actual stock levels.","The issue was resolved by the support team. The account was enabled, allowing access to the server. The data in the opdetm system, specifically the allocated quantity fields and line status, was also addressed.",3,S1000v3
t6UJ9A00FFX0,"Sage has frozen while processing an invoice, causing the batch to become locked. This has prevented the creation of a BACS run.",The issue was resolved by clearing processes. The customer confirmed that the issue is now fixed and thanked the support team.,3,S1000v4
t6UJ9A00FFAI,"Add the following names to specific fields when setting up a new Contract in SSE DIGITAL SERVICES LIMITED Sage: 

- Salesperson: Delivery manager 
- Delivery manager: 
- Administrator:","The issue was resolved by adding a person as a PA (Personal Assistant) under the name MITCHEL, which was previously missed in checks. The person was then added as required. The status of an email account with the number 9-719658 was updated to ""on"". The customer was informed that the issue was resolved and thanked for their assistance.",1,S1000v4
t6UJ9A00FF16,"The PO enquiry is showing no invoices have been processed for a specific PO, but the system is only allowing processing of invoice 396, not 400. The PO was amended for quantity and price changes, followed by a receipt of 4 and a cancellation, which is preventing the correct invoice from being found.","The support team was given access to the server to investigate the issue. They found an existing invoice with a quantity of 4 that needed to be completed or deleted. The existing invoice was either completed or deleted, allowing the remaining 396 to be invoiced. The issue was resolved, and the ticket was closed.",3,S1000v4
t6UJ9A00FEU0,"The Sage system is running out of memory when generating reports, resulting in an error message.",A process called dllhost was consuming 1.5GB of memory. It was stopped and the settings were reset to prevent it from happening again.,3,S1000v4
t6UJ9A00FELK,"The product is still showing as needing to be ordered in the planning report, but a stock recalculation is required.",The issue was resolved. The resolution was completed.,3,S1000v4
t6UJ9A00FBHS,"Our system experienced a temporary disruption between 14:00-14:15, resulting in a message that prevented client access. Restarting the services resolved the issue, allowing clients to regain access.","The issue was addressed by setting debug modes for the servers and restarting them. The support team monitored the servers and cleared the C:\temp folder daily to prevent log buildup. They also checked and cleared logs regularly to ensure the system was running smoothly. The team kept the logging on to monitor the system and clean up the C:\temp folder periodically. After several days of monitoring, the system was found to be working fine, and the logging was left on in case any issues arose in the future.",3,S1000v3
t6UJ9A00FDWL,"You need to update the existing licence key for an increased user count. The process is similar to installing a new annual licence. You will need to deactivate the old licence key, verify the company details, and then activate the new licence key. This will ensure the system is updated to reflect the increased user count.","To resolve the issue, the customer was instructed to take a screenshot of the license connections in the System Manager. They then replaced the old license file with a new one and checked the license manager to assign each license to its respective company. If the licenses were valid, they could then assign a new license to each company. The customer was also informed that a new license key for an increased number of users would require a similar process, involving renaming the old license and checking the details.",1,S1000v3
t6UJ9A00FE07,The auditor requires a Time-Based One-Time Password (TOTP) generated for December 2023.,"The support team member was unable to locate a report that was previously created. They tried calling the customer but got no reply. After finding the previous ticket, they re-ran the report and created a new file called TB2023.xls in the customer's MonthEnd reports folder. The customer was unable to find the report, so the support team member called to locate it. The customer confirmed the report looked as expected. The issue was resolved when the customer confirmed the report was correct.",3,S1000v4
t6UJ9A00FDUP,"Close all active sessions associated with the user ""brians"".",The issue was resolved by killing off the relevant processes. This action was taken to address the problem. The status of the issue was updated to reflect the resolution.,3,S1000v4
t6UJ9A00FDCE,The Sowerby team is experiencing issues with printing from Sage and courier applications.,"The issue was resolved by checking the printers and finding no failed jobs or errors. A print test was requested and the ""button"" was ticked. The issue persisted, so the printer was remapped to a new one and settings were sent to it. This resolved the issue, allowing printing to work as expected.",3,S1000v4
t6UJ9A00FDIV,User is unable to print the  from the same menu after printing the  previously.,"The user was locked out by another user, gbgdunn. The person who locked them out was asked to release the lock.",3,S1000v4
t6UJ9A00FDAG,"An incorrect supplier code was used when posting an invoice to SAGE, resulting in the entry being listed under the wrong supplier (HSBC02 instead of HSBC). The goal is to delete this incorrect entry from the AP listing.","The issue was resolved by suggesting alternative solutions to delete the incorrect invoice entry in SAGE. The options included creating a new journal entry to offset the incorrect transaction, crediting and re-invoicing to the correct account, or using the 'Manager Enquiry' option in the DA1176 project to reverse the transaction.",3,S1000v4
t6UJ9A00FD4X,Andrew is unable to allocate stock to a work order. This is causing a delay as the work order needs to be completed today.,"A lock was cleared that was affecting a works order. This was done by resolving an issue with open picking lists. After the lock was removed, a check was made to see if the problem still existed. It was found that some programs were still running from 4 days ago, but once these were closed, the issue was resolved and stock could be allocated to the works order.",4,S1000v4
t6UJ9A00FD2G,"The customer wants to add an A4 warehouse to the ""shipment warehouse"" field.","The support team added a new value 'A4' to the drop-down list in the main field warehouse. However, the user was unable to see it after logging back in. The team made further tweaks and asked the user to log out and back in again, which resolved the issue. The team then moved on to assist with setting up a new printer in the packing room, but required more information from the user, including the printer's full name, paper type, and current printing setup, to proceed with the setup.",3,S1000v4
t6UJ9A00FD1E,"The end of months payments routine is incomplete due to a missing bank account. The AP > Tasks report has already been run, but the issue still persists. The question is whether it's possible to rerun the report without generating a new batch number.","The support team connected to the server and gathered more information. They then checked the database and found that a supplier's bank account details were missing. The supplier's record was updated with the correct information, which was then used to update the account and sort code fields in the database. This allowed the team to create a BACS output file.",3,S1000v4
t6UJ9A00FD0K,The link between Purchase Order (PO) and Sales Order (SO) is not functioning correctly.,"The issue was investigated and a link on MULTISOL for a Purchase Order and Sales Order was found to be broken. The link was confirmed to be the cause of the issue. Once the link was identified as the problem, the ticket was closed as the issue was resolved.",3,S1000v4
t6UJ9A00FCYV,The user's account is experiencing frequent freezing issues.,"The support team investigated the issue and found no data locks. They then closed three stock programs that were frozen, which should have resulted in a backend error message and the tab disappearing. The user had an open order entry program, which was left as is. After closing the frozen programs, the user was able to resolve the issue by closing and re-opening the application. The support team confirmed that all frozen tabs were closed and the issue was resolved.",3,S1000v4
t6UJ9A00FCOB,"The issue is to identify the Sage database tables that store:

1. Purchase orders raised
2. Individual price list items purchased
3. The relationship between purchase orders and contracts.","The issue was resolved by clarifying the specific data needed to link to a contract. The customer provided more information about the data location, which is in the table scheme.podetm (PO). This information was used to resolve the issue, and the customer was able to close the ticket.",1,S1000v4
t6UJ9A00FCMT,"The system ejected the user from a work order (WO) and now they are unable to access it again, claiming that someone is already in it, which is the user themselves.",The issue was resolved by making an adjustment to ensure the afternoon is available again.,3,S1000v4
t6UJ9A00FCM3,"The user is experiencing two separate issues: 

1. Unable to access an order.
2. Having issues with a Purchase Order (PO).","The issue was resolved, and the support agent is now able to access the order.",3,S1000v4
t6UJ9A00FB8D,"The product/batch header details are not updating correctly, and the batch data remains incorrect despite attempts to correct it by business support. Attached documentation (C of A) and screenshots of the issue are provided.","The support team worked to resolve the issue by confirming the expected data to be entered in the batch inspection mode. They suggested clicking on and selecting or to add more data, but this did not work. The team then checked the supplier method and found it to be correct. However, the data being pulled through to the batch inspection screen was incorrect. A record was deleted to allow the correct information to be sent, resolving the issue.",1,S1000v4
t6UJ9A00FBX1,The customer is requesting the source or code to create a query for VAT (Value Added Tax).,"The support team member investigated the issue and provided the source table for the VAT data, which is called cevatmatm. They also offered a simple SQL query to extract the data. When asked how they found the source table, they explained that they used a query on the csmaster database to get a list of all tables and filtered the results by description to locate the relevant table. This information was then used to create a query for the VAT data.",3,S1000v4
t6UJ9A00FBW6,"The system encountered an error during the final run of the detailed trial balance, including the 12-period option with the tick box. The error caused the screen to become blank.","The support team member tried to resolve the issue by checking the SRD settings and resetting them for larger files, including IIS and COM+ service settings. However, they were unable to test the SRD due to a missing file from the client install, which was suspected to be quarantined.",3,S1000v4
t6UJ9A00FBPZ,"A project that was closed in April is now requiring posting, but the system is preventing it due to the project being closed.","The support agent changed the setting for NLPREVPOST to YES, then attempted to set NLPERS to -1 but was unable to do so. The agent then set NLPERS back to CURRENT and NLPREVPOST back to NO.",3,S1000v4
t6UJ9A00FADY,"The order ""I130558"" is not printing due to an unknown error message.","An environment variable was added to the database to allow reprinting of orders on pick lists. The variable, PICK_REPRINT = YES, was added to the environment table in the csmaster database. To take effect, the 1000 ERP services needed to be restarted. However, the defcap services were not restarted due to a technical issue. A server reboot was suggested to automatically start the services. The issue was resolved after the server was rebooted and the defcap services were restarted.",3,S1000v4
t6UJ9A00F9FU,"You're trying to receipt 7 units that were previously credited as part of credit notes C002371 and C000355, but Sage is preventing the receipt due to duplicate serial numbers. The serial numbers have been removed from the US side of Sage, but the issue persists.","The system key ""POSNREUSE"" was checked and found to be set to ""NO"" on MCLAREN APPLIED TECH, but ""YES"" on another system. This was causing an issue with returning stock with reused serial numbers. The system key was temporarily changed to ""YES"" to allow the return of the items, and then changed back to ""NO"" afterwards. This resolved the issue, allowing the customer to return the stock. The system key change was done to prevent any potential issues, and the call was then closed.",3,S1000v4
t6UJ9A00F8S8,"Four invoices with the following details are not showing in the SQL query results:

- Invoice code: Y1
- Source type 1: PLIN1
- Transaction number: B032
- Currency code: 2503
- VAT code: zenteum

The query is supposed to retrieve invoices from January 1, 2023, to March 31,","The issue was investigated by multiple colleagues who confirmed that the data was not present in the povhstm table. They found that there were no order lines in the table, suggesting an error occurred when the purchase order was entered. However, there were no logs to explain the issue. It was decided not to attempt to add the data to the povhstm table to avoid potential further problems. The case was closed.",1,S1000v4
t6UJ9A00F9G8,The customer is requesting to disable or remove the enhanced stock enquiry feature.,The issue was resolved by clearing SQL locks that were causing a problem. This was done to allow the stock enquiry to function correctly.,3,S1000v4
t6UJ9A00F9BR,"The EDI invoicing setup for certain accounts is incomplete. We need to add a mapping to include the ""DEC"" alpha code for customers with the following account numbers: 50014, 50015, 50016, 50017, and 50019. If this is not possible, we require invoices to be sent in PDF format or as a hard copy instead","The issue was investigated and it was determined that the problem was not with the invoicing process in SAGE, but rather with a separate process that generates EDI invoices for customers who have been set up. This process is overseen by another partner, so the issue was escalated to them for resolution. The customer was informed that the issue would be picked up by the partner and the ticket was closed.",3,S1000v4
t6UJ9A00F95W,The VAT return submission to Making Tax Digital has failed due to an issue that has been updated by Sage.,"The customer was experiencing an issue with submitting a VAT return through Making Tax Digital. To resolve the issue, the customer was asked to delete a folder and a specific file from a directory, then re-enter their MTD serial number and account number. This did not resolve the issue, so the customer was asked to send a copy of the error message and a log file. After further troubleshooting, it was discovered that the account number had changed, and the customer was using the old number. The issue was resolved after the customer entered the new account number.",3,S1000v3
t6UJ9A00F8X9,"The issue is that the Bill of Materials (BOM) in Sage 1000 is set up in the stocking unit, but the manufacturing quantity is in a different unit. The user wants to manufacture 20 units of a product that is stocked in liters, with a conversion of 1 unit = 50 liters per drum. The goal is to manufacture 20 drums for a","The support team initially explored possible solutions to set up a BOM with a different unit than the stocking unit. They tested various options and considered using BMMULTUNIT and STMULTUNIT settings to allow product-specific conversions. However, further testing revealed that the BOM header can only use the stocking unit of the finished goods, making it impossible to set up a BOM with a different unit. The team concluded that a Work Order (WO) would always need to be raised in the stocking unit, in this case litres.",1,S1000v3
t6UJ9A00F84Z,"When creating an RMA for certain orders, some lines are showing as already returned. This issue occurs when users press Shift + F3 to allocate the RMA against the order number.","The issue was resolved by clearing data from the aqretqm table that was causing confusion for the user. The data in question was for sales orders with deleted return notes, which was causing the system to show incorrect return quantities. The solution was to remove the orphaned records from the aqretqm table, which involved deleting 1,395,386 rows. This was done using SQL and was recommended by the support team after discussing the issue with colleagues. The resolution was confirmed and the ticket was closed.",3,S1000v4
t6UJ9A00F8PX,The customer is requesting to apply a Sage license.,"A copy of the existing licence was taken and saved as licence-2024.xml. The existing licence was then changed to a new 1000 licence. The new licence was applied, and the status of the issue was updated to ""on"".",3,S1000v4
t6UJ9A00F81V,"The automation process appears to have failed, causing the task to become stuck. The status needs to be updated to 88 to allow the task to be posted.","The issue was resolved by identifying the root cause as an incorrect system key PLLASTINVA in the company's system. The key was changed from PIDA4T to E000 to allow the system to increment batch numbers correctly. This change was made in Systems Manager. The batch that was stuck at status 10 was given a new number zzz1 and posted successfully. The resolution was confirmed, and the team was asked to keep updated on the outcome. The change to PLLASTINVA is expected to prevent similar issues in the future.",3,S1000v3
t6UJ9A00F7VV,The customer needs to update their Ensphere license.,The support team checked the ECLAlerts and found that the bespoke licence is set to expire in 2099. This means the issue is resolved and can be removed from the checklist. The customer is directed to a previous ticket (9-658124) for further information on updating the licence.,3,S1000v4
t6UJ9A00F7KS,"We need to update our bank details in Sage, specifically in the following areas:

- dbforms used on our website and applications
- BACS software

We're unsure if any other updates are required and how long they will take to implement. We'd like to discuss this further to clarify the necessary changes.",The issue was escalated to the account manager as it was not a support issue. The customer was looking to change from using DbBacs to a new BACS process provider. The account manager was asked to handle the matter. The customer was also offered a call to discuss the process of moving from the current system to the new one. The customer was looking for information on how to set up the new system with the output file. The issue was eventually closed.,3,S1000v4
t6UJ9A00F7MO,The user is requesting to be removed from the enhanced feature.,"The issue was resolved by ending the user's session. This action was taken to resolve the problem, and the user confirmed that everything is now working as expected.",3,S1000v4
t6UJ9A00F7E1,"You have one purchase order (PO) with a total value. You also have three invoices, each with a different value, and when added together, they equal the total value of the PO. The task is to process these three invoices.","The support team member helped the customer process three invoices against a purchase order. To resolve the issue, the team member changed the flag on the purchase order to allow the item to be invoiced by value rather than quantity. This allowed the customer to enter the invoices with different values rather than quantities. The team member also checked the posted invoices and found that one invoice had been processed against the purchase order. The customer was able to process the remaining invoices successfully after this change. The issue was resolved, and the customer thanked the team for their help.",3,S1000v3
t6UJ9A00F74R,Grace is experiencing a recurring pop-up issue throughout the day.,"The support team checked the server to identify the issue. The user was unable to connect and was kicked off the VPN. The issue was initially unresolved, but the user was asked to reconnect and report back. The support team stayed on the line to monitor the issue. The user was later asked if the problem persisted, as other users were connected without issues.",3,S1000v4
t6UJ9A00F7CF,The posting page for an invoice is stuck and not allowing processing due to a block by another user.,The issue was resolved. The customer was thanked and informed that their ticket could be closed.,3,S1000v4
t6UJ9A00F6L0,The user is unable to close the adjustment period in SAGE due to an error message.,"The support team confirmed that the issue required a P&L type posting code, not a sheet. They made the necessary database changes and updated the account code to 34-16-04. The user was then able to run the Period option, but encountered an issue with the DTB for adjustment period. To resolve this, the team ran a final journal audit trail adjustment period, which was then successfully closed.",3,S1000v3
t6UJ9A00F6K9,We need to update the software license as the current agreement is expiring and a new one is being paid for.,"A new licence has been applied, extending the current agreement to 31 October 2024. A further licence will be issued in the future. The customer is currently in the process of paying for the next year's agreement.",3,S1000v4
t6UJ9A00F696,"A batch is showing as in use but is not actually being used. This may have occurred because Sage was previously forced to quit due to freezing. The batch number is 2438 and it's inaccessible, preventing further invoice additions and posting.","The support team helped the user resolve the issue by having them exit all sessions. The user confirmed they were out of all sessions, and the support team then killed three remaining sessions. After this, the user was able to get back into the batch, confirming the issue was resolved.",3,S1000v4
t6UJ9A00F68K,"A part has been received into stock, but now needs to be returned. The part needs to be removed from stock and its stock level updated to reflect the return. The stock value should also be adjusted to account for the return, and the part's status should be updated to reflect that it is no longer in stock.","The customer was trying to process a return of a part that had already been received and put into stock. The system was preventing them from updating the order quantity to -1 as it considered the order complete. To resolve this, the customer was advised to use the stock return option, which would update the stock quantity without affecting the balance sheet. However, this would also mark the purchase order as completed. The customer decided to speak with McDermott to determine the best course of action.",3,S1000v3
t6UJ9A00F660,The customer is requesting to check the stock levels of a product.,The issue was resolved by killing some locking processes. This action was taken to address the problem. The customer then requested to be removed from the stock enquiry.,3,S1000v4
t6UJ9A00F5UO,"The user is asking if there's a way to generate a list of all vendors in Sage for a report, specifically for a vendor cleanup process.","The support team extracted supplier details from the cs3live database plsuppm table where the last sale date was before 31/12/21. A CSV file was created with over 5000 records of inactive suppliers who haven't had any sales in the last two years. The customer decided not to delete these suppliers but to mark them as ""DO NOT USE"" to prevent incorrect orders being raised. The team provided the CSV file to the customer, and the ticket was closed.",3,S1000v4
t6UJ9A00F5Z8,"You are unable to exit the current order in MEL and the screen has become unresponsive, resulting in a frozen state.","The issue was resolved by changing the status of the ticket. The customer was asked if they were now unlocked, but no further action was taken to resolve the issue.",3,S1000v4
t6UJ9A00F5W8,The order is locked and needs to be released so it can be accessed.,"The support team investigated a lock issue and identified the cause. They checked with the users listed to see if any of them had a crashed session. One user's session was found to be the cause of the lock. The user was able to clear the lock, resolving the issue.",3,S1000v4
t6UJ9A00F5QF,"The adjustment period for closing is not functioning correctly, resulting in users being unable to work.","The adjustment period for the previous year must be closed before closing the current year. The adjustment period for the current year will then be opened. The user was trying to close a specific month (M12) and not the adjustment period, which needs to stay open. Once the adjustment period is closed, the user will need to re-run the closing process for M12, including journal audit trail, detailed TB, and final TB.",3,S1000v4
t6UJ9A00F5RP,"The system is showing a discrepancy between the balance in the account summary and the transaction details. The account summary does not display an opening balance, but the transaction details show a balance that suggests an opening balance should be present.","The system was checked before the year-end process and found to be working correctly. The issue was likely caused by a system setting that was changed after the year-end process. The system setting 'NLENQOPENP' was set to 'NO', which may have caused the problem.",3,S1000v4
t6UJ9A00F5OA,"The finance department needs a SQL query to retrieve the balance report from the database, making it easier to import into Excel. The current query is able to retrieve all figures from the ""scheme.nltranm"" table, but is missing the posting code descriptions. The issue is to identify which table contains the posting code descriptions that can be joined with the ""scheme.nltranm"" table","The support team provided the customer with two tables, nlmastm and nlaccm, which contain the necessary information. These tables should give the customer all the data they need for their SQL version of the balance report.",1,S1000v4
t6UJ9A00F5D5,"Update the dropdown field associated with the ""sl"" field in the formset on page ""page1"" of the ""customer_maint"" form to include the option ""K"". This change needs to be applied to all RDC formsets.","The support team connected to the server to action the request. They added 'K' to the class field in the specified formsets as requested. The team then asked the customer to test the updated formsets. After testing, the customer confirmed that everything was working as expected.",3,S1000v3
t6UJ9A00F5D4,"The issue is that an error occurred on Sage, preventing the user from posting cash.","The issue was resolved after multiple attempts. Initially, the support team tried to resolve the problem by unregistering and re-registering the jscript.dll file. However, this did not work. The team then decided to reboot the server, which was done overnight. Unfortunately, the issue persisted after the reboot. A second reboot was attempted, but it was only after this second reboot that the issue was resolved. The team is now monitoring the system to see if the problem returns after Windows updates are applied.",3,S1000v4
t6UJ9A00F51B,"The stock level for product SP101207 needs to be recalculated as it is currently showing 1 in stock, but the item is available for dispatch, indicating a discrepancy.","The support team recalculated the stock balances and removed the allocation from the order since there was no stock available. They also informed the customer that if there is one unit in stock, they need to adjust the receipt. The customer was unable to dispatch order SP101207 due to the stock issue, but the ticket was closed after the initial issue was addressed.",3,S1000v4
t6UJ9A00F56Y,Error: Unable to change warehouse on EDI order.,"The issue was investigated and it was found that the warehouse field on the order header contained a value of F7, which differed from the warehouse values on the order lines. The order had been deleted, but the customer was unable to change the warehouse on the order due to the discrepancy. The customer was able to resolve the issue by deleting the order and processing it manually.",3,S1000v4
t6UJ9A00F57C,"The daily invoice run is stuck in the print spooler. Invoices have not been posted to the correct ledgers, but order statuses have been updated to 8. Attempting to access the spooler job results in an error message stating ""Job is still being written.""","The support team connected to the system and investigated the issue. They identified the user responsible for spooling the invoices as 'paulch'. The spool file was changed to show a 'deferred' status, allowing the invoices to print correctly. An additional print job was also cleared. A batch was posted to get the invoices on the ledger. The support team confirmed that the invoices printed correctly after these actions were taken.",3,S1000v4
t6UJ9A00F2WJ,"Set up a printer with IP address 192.168.16.165 to be accessible to users mcourt and jon. Allow them to print invoices, despatch notes, and transfer notes. Assign a name to the printer, such as ""intwah"".","The issue was resolved by setting up a new printer for users mcourt and jon to print invoices, despatch notes, and transfer notes from Sage. The printer was named 'intwah' and 'intwahd' for different types of documents. The IP address of the printer was 192.168.16.165. The support team provided the users with test settings and asked them to test the new printer. The issue was initially delayed due to the support team being busy, but was eventually resolved.",1,S1000v4
t6UJ9A00F4E7,Magma orders are not processing due to a lock issue.,A lock on magma orders has been cleared. This should resolve the issue of orders not processing.,3,S1000v4
t6UJ9A00F492,The technical issue is: Identify the SQL table in Sage that stores unposted journal entry data.,"The customer was looking for the SQL table containing unposted journal entry data. The support team provided SQL to bring the data into a better format, which helped the customer. However, the customer was hoping for a table with single columns for nominal, amount, etc. instead of an array layout. They used a dynamic script to extract the data from the array, but were looking for an alternative solution.",3,S1000v4
t6UJ9A00F3TK,"A purchase order has been deleted from the system, and it's unclear how this happened. The deleted purchase order is needed, and we need to recover or restore it.","The issue was investigated and it was found that the order had no order lines, suggesting they had been deleted. The header record remained in the system but was in status 9. The status of the order was changed to reflect its current state.",3,S1000v4
t6UJ9A00F2P9,Create two new contacts in Sage:  and. Ensure  has a unique code as a previous contact with the same name already exists. Use 'MURPHYG' as a template. Update  to reflect their new coding as they previously worked for the Glasgow branch and have been updated to the EMC rate.,"The issue was resolved by checking the setup of timesheet users. The user confirmed that everything looks good, but asked to be notified if any issues arise. A note was made to use the correct username, TAYLORJ2, instead of the previous employee's username, TAYLORJ.",3,S1000v4
t6UJ9A00F2AA,"The customer is requesting sales audit data on a specific order (SO), which likely stands for Sales Order.","The issue was updated twice. The first update occurred on 11/12/23, where the order quantity for item S1FM200009 was changed to 8.0 for the period 07/02/24. However, the period was incorrectly specified. The second update on 04/01/24 corrected the quantity to 4.0 for the same period, again with an incorrect period specified.",1,S1000v4
t6UJ9A00F1RJ,"The user is unable to run a report retrospectively for two companies (PSNW and OBG Consumer) to match the year-end balance as of December 31, 2023. They have tried adjusting the effective and item date to 12/31/2023 but the report results do not match the expected year-end balance.","The issue was with running a report retrospectively. The user tried changing the effective and item date to 12/31/2023, but it didn't match the expected outcome. SAGE support suggested checking a system key and entering the correct cut-off date in the effective date. The user was asked to verify if this resolves the issue. After further investigation, the user confirmed that the report can be run retrospectively but not for a specific type of report. The issue was eventually closed after the user confirmed the report worked as expected.",3,S1000v3
t6UJ9A00F22G,"The system is not emailing the amended severity letter as expected after updating the severity level in dbforms. The job is being held in the spool queue, and the email address for the customer is present on their record. The issue is occurring when using the HUR formset to send the letter to the rem_lett paper and auto printer.","A call was taken back from Liz, and the issue was resolved. An email with reference number 9-702520 was updated to reflect the new status.",3,S1000v4
t6UJ9A00F1S1,Extract non-stock items from the SAGE Line 1000 SQL database along with their corresponding GL (General Ledger) codes.,"The IT Manager was looking to extract data from the SAGE 1000 SQL database to create a report in PowerBI. They needed a table that contained non-stock Purchase Orders with their relevant GL codes. The support team identified the relevant tables (poheadm, podetm, and ponlcodem) and provided a SQL script to extract the required data. The script joins these tables based on the order number and line number, and filters for non-stock items with a blank warehouse column. This will provide the necessary data for the PowerBI report.",1,S1000v4
t6UJ9A00F1PA,"A user experienced a connection drop during invoicing when spooling. The OPINVLOCK system key was cleared, but the issue persists. The user, Jbrunt, has invoices in their spool queue.","The support team checked the spool files, moved them to process in the background, and confirmed that the PDFs were created. They then relayed the information to the user and posted the invoice batch that was left behind. The team ensured that the issue was resolved and the batch was updated to reflect the new status. The user was informed that no further action was required from them. The issue was resolved, and the team wished the user a good weekend.",3,S1000v4
t6UJ9A00F0T3,"Anne and Stacey encountered an error message when processing purchase orders, which prevented them from continuing. The error occurred on the second screen of the process. The issue has since resolved itself, but it's unclear what caused it.","The support team investigated an issue with purchase orders not processing due to an error message. They checked for.NET issues and found some errors, but none since the initial report. It was suggested to install.NET updates and reboot the system. Further investigation revealed.NET and COM+ errors, prompting the recommendation to install these updates and reboot the system. The issue was resolved after these steps were taken.",3,S1000v4
t6UJ9A00EZXT,The customer is asking where to find service codes in a database or system.,"The issue was escalated to the accounts team due to account restrictions. The customer was advised to contact their accounts team to resolve the issue, allowing the support team to progress further. The customer then asked for information on where to find service codes, and the support team provided the answer, stating that service codes can be found in opservm for SOP and poservm for POP. The ticket was then closed, but the customer was left open to request further assistance if needed.",1,S1000v4
t6UJ9A00F0AV,"The system appears to have a large number of dormant records for suppliers, customers, and products. Current assumptions suggest that last transactions for these entities are recorded in purchase orders for suppliers and sales orders for customers and products. However, this may not be the only source of transactions, and it's unclear if there are other records that could indicate recent activity.","The support team reviewed the issue and suggested checking for dormant records by looking at the last time transactions were made against suppliers, customers, and products. They proposed reviewing purchase orders for suppliers and sales orders for customers and products to identify any inactive records. The issue was initially marked as ""on hold"" and then ""up"" before being closed.",3,S1000v3
t6UJ9A00F0NG,Emma is having trouble getting unarchived.,"The issue was escalated to a support team, and a call was requested to resolve the problem. The customer was unable to be reached by phone initially.",3,S1000v3
t6UJ9A00EZW0,"The system is reporting a low stock level for A1 MRKRHP12, indicating that it is not available for printing, despite showing 10 items in stock.","The issue was resolved after further investigation. It was found that there were allocations on two sales orders, even though there was physical stock available. The stock status was recalculated, and the issue was resolved.",3,S1000v4
t6UJ9A00EZMP,"A report is being run to check for transactions posted in the new month before the previous month's end has been closed. The report shows two transactions with the same posting date but different journal dates, both belonging to period 2.","The issue was resolved by identifying the root cause of the problem. It was found that a system key called PLPERS was set to 'CURRENT TO +1', which allowed an incorrect effective date to be inputted without triggering an error message. The date was inputted as '02' instead of the correct date. The resolution was to leave the system key unchanged for now, pending further confirmation. The issue was then closed.",3,S1000v4
t6UJ9A00EZIT,"User needs to move budgets from 2023 to 2024 in Sage. They do not have admin access. 

User must have admin access to update system key. If they do not have admin access, they will need to contact an administrator to perform the update.","The user requested to update the default budget code for a general ledger code to reflect new budgets for 2024. The user did not have admin access, but the issue was resolved internally. The new budgets were uploaded, and it was determined that no special reports were being run that would require the system key to be amended. The user was advised to proceed with the resolution, allowing the new budgets to be reflected in reports.",3,S1000v3
t6UJ9A00EYZ1,The user needs a recalculation for a value of 600R (batch T69) that is currently displaying a result of -23760.,"The issue was resolved after multiple attempts to recalculate the stock. The problem was identified as a discrepancy in the stock queue, specifically with a transaction that didn't seem to have been removed. The support team checked the stock manually and corrected the issue. The correction involved removing the incorrect transaction, which resolved the discrepancy and brought the stock figures into balance. The issue was resolved after several attempts and a manual check of the stock.",3,S1000v4
t6UJ9A00EZ7B,"The user is stuck on a screen after clicking the ""Summary"" tab while trying to perform a contract enquiry.","The issue was resolved by clearing the session, allowing the user to log in again. The user was then able to access the summary tab.",3,S1000v4
t6UJ9A00EYXN,Ting's sales order T291918 is currently locked and inaccessible to users.,"A hung process was identified and terminated. The order was inaccessible due to this issue. After the process was killed, the order became accessible again.",3,S1000v4
