TICKETID,ISSUE,SUBJECT,URGENCYCODE,PROBLEM,SOLUTION
t6UJ9A00FAYN,Payroll,,3,"Hi,

I've just trying running the PYPersonload import for the payroll, but have received an error:

Code 400 – Unable to Login


No-one else is currently in S1000 payroll – so any ideas why?","- 07/05/2024 17:18:27 (GMT )
 password."
t6UJ9A00FAWL,Performance,performance,3,"I am in the ERP system and my screen is froze, I cannot get in or out.  Could you resolve this please.",Cleared the processes on the serving and then talked Allison through clearing the processes on her PC.
t6UJ9A00FAZ6,,Sage1000:,3,"We're trying to invoice order  on Sage, upon investigation it seems that the only line on the order has a status of D but despatch qty set as 0. Allocated qty is also set as 0.

Order sits at status 6 and we can't do much with it. Can I change the status of the line item from D to B?",order line updated from D to B and order now showing at status 4 will progress through to invoicing
t6UJ9A00FAYY,,Sage MEL locked,3,", 

Can you please check MEL for locks, my reports won't refresh? 

Many thanks
Jackie",clear processes
t6UJ9A00FAVA,,Question about date field auto-populating,3,"In company Hubron when going through sales orders there is  and , they get auto-populated – is this possible to leave them blank?",that this is not possible system hard coded to default to todays date
t6UJ9A00F9VK,,Problem with  file,3,"Hi, 
 
Please can you assist. 
 
We have an issue where we are running a direct credit payment run on landscape 2, but when we are trying to upload the file to the DB Bacs system we are receiving an error message advising that the credit and debits on the file don't match. 
 
This has now happened on 3 occasions and on reviewing the files I can see that there common link is that there is a payment on a sub account SEDG TPC-1 on each of the following claim references as well as a payment to an individual being processed at the same time. 
 
The 3 claims references are: -
AH23325973 – payments processed on 22/11/23
AH23332595 – payments processed on 7/2/24
AH23335306 – payments processed today. 
 
When I checked the sub account it's only these 3 payments that are on there. 
 
The files from 22/11/23 and 7/2/24 have been manually processed. 
 
I had raised this with Fredrik in IT, who advised to contact you as it's probably an issue in the conversion file. 
 
Fredrik has switched on jumpbox. 
 
Please can you assist. 
 
Kind regards
Michelle.","Issue with Originating account name coded into the def containing Unicode characters which made the field more than 18 chars so the total column was missing the pence
Fredrik amended def and Michelle confirmed all now ok"
t6UJ9A00FAXJ,Reports,Viewing a report on one machine displays differently on another,3,"We have an issue where a user logs on one machine and a report that they run displays with no formatting eg below:

 

But the same user on a different machine the screen displays correctly.

 

We have tired other reports and the formatting also fails.  We have also altered the screen resolution and still it would display incorrectly.

If you can advise what we could look at to help the user.","Advisd on Format,  - should be set to Monospaced"
t6UJ9A00FAXP,,journal posted to wrong period,3,a journal has been posted in P12 FY24 that should have been in P1 FY25. The year end has since been run. Is there any way I can reverse this?,Had teams call with Joanne and advised on posting adjustment journal
t6UJ9A00FAXN,,T296446 - Sales order locked,3,Ting is locked in sales order T296446. Please can you kill the action off?,"Logged on and found a lock against the order, killed this lock off however this didn’t resolve the issue.
I further closed the program Ting was running as for some reason it wasn’t letting Ting continue.
I phoned and confirmed over the phone this was now working."
t6UJ9A00FAVP,,unable to log on the report manager which I need ASAP.,3,I am unable to log on the report manager which I need ASAP.  This is the error that is being displayed HTTP Error 503. The service is unavailable.,"Connected and identified this is microsoft report builder - runs ok on server
provided different url
Allison confirmed all now okay"
t6UJ9A00FAVT,,opening balance difference,3,"I would like to log a call please – we seem to have a difference on one of GL accounts between the closing balance from last month and the opening balance from this month please see screen shots below.  Please can you look into this for us.

Snip showing closing balance as £.69 at the end of period 1
opening balance difference","Had teams call with Jackie to run nlfix to rebuild balances on 
00-2002-00-000-0 and
00-3255-00-000-0
did all elements for posting code and account code
Jackie to same once year end has been completed as these transactions are sitting in next year balances"
t6UJ9A00FA2N,,Can we complete range of PO's,1,"Hi

We have a large number of purchase orders on the system which are old and no product has been received, mainly on service codes can I delete/ complete them without going into each one individually?

Thanks

Simon","There is no simple way to do this no – we can usually do something in SQL to complete a range of PO’s if you have a particular criteria where you want to complete a range of PO’s?
It is normally based on a date range – have you got a list/criteria of some sort.. 

no response after follow up"
t6UJ9A00FA2I,,Sage timing out,3,"Hi,

 application on the server keeps timing out and subsequently crashing. It has happened most days for the last ~5 days.

Please can you take a look.

Thanks,","No further reported issues, when we checked we couldn't find anything wrong with the  but it had recently been restarted."
t6UJ9A00FAT0,MTD Query,Look into MTD VAT update issue generally,3,Look into MTD VAT update issue generally,Look into MTD VAT update issue generally
t6UJ9A00F8LD,,Log a Call,3,",
 
Company:  Vimto UKP (sysvsd)
 
We have an order that is at status 9 Deleted, but we are unable to explain why or how this order has been deleted.
 
When looking at the order via sales order tracking it looks to have been deleted via the api, see below:
 
 
 
 
I've also noticed the tracking shows the order was entered, the status changed and then deleted all at the same date/time.
 
This order was received via EDI directly into Sage, was picked up by our automated job at 11:00 and sent over to our 3PL for them to deliver the goods.  This automated job only picks up orders at status 4, so I am assuming at 11:00 on 20/03/24, the order was at status 4.
 
It was only at the point of receiving the file back from the 3PL to dispatch the order that we found the order being at a status of deleted.
 
Could you please take a look into this and advise.
 
Regards,
 McGinn",",

Thanks for looking at this for me.

I think this is being caused by an internal process that uses the api, so I’ll take it from here and get it sorted and fixed.

Happy for you to close this call, and thanks for your help.

Cheers,
Diane"
t6UJ9A00FADZ,,Invoice report issue,3,"We're trying to SQL create a report that includes:
-	all open purchase order lines
-	the value that is remaining to be paid to the supplier, which is a combination of
o	not received items
o	received items
o	not yet invoiced
o	invoiced but not yet paid

ie we only want to exclude the value that has already been invoiced and paid.

We're struggling to figure out the relationship between the columns that hold invoiced quantities and values in the podetm table, and the lines in the plitemm table (via the pophstm table to get the invoice number) – particularly where the supplier has invoiced for a quantity that is different from the number we have received.

Do you have any examples of reports you could share or advice about how to achieve this please?",Provided SQL that may assist.
t6UJ9A00FAQ8,,PO print issue,3,"HI, 

One of our users is experiencing the following issue:

Company:  
PO numbers: , , 

When trying to print a PO, they usually receive an email containing the PO PDF. However, when the user has processed the print function for the POs stated above, they have only received the PDF for one PO, which is PO number . Those have all been processed together; however, only one PDF has been received. 

Could you please advise how to get the 2 missing PDFs ( and )? 

Thank you in advance,

Kind regards, 

Fabian",Log files seem to imply that PO  and 6 were not submitted for printing but  was
t6UJ9A00FAPT,,Sage 1000 - Failing to load,4,", 

We have been experiencing some issues this morning with regards to opening the Sage 1000 software, and have been getting the below error messages about validating the certificate.  

This has effected 4 users this morning, by not allowing them to load Sage up - yet all the remaining users have managed to get onto it without any issue.

The issue then appears to clear itself eventually within an hour or so, but some users have experienced this repeatedly now over the past few days / weeks.

Would someone be able to have a look into this please?",".

Please find attached the below documentation to resolve this issue (Page 13)– this is a PC / client based issue and java settings on each PC are required to set as per the document below to stop this message appearing. 

Regards

Ian"
t6UJ9A00FAQQ,,User setup,3,APIUSER - status as manager  - Under UIG company - Not sure what this is and just needs to clarify what / who is this user - Concerns for security reasons - can someone take a quick look and call Sam to discuss.,"The apiuser is a standard user that is created automatically when Sage is installed.  
If you're not using the standard Sage API's then this user can be deleted. If you would prefer not to delete it you can set a password and disallow manager settings.
As standard this user isn't granted access to any Sage company data so the risks are minimal."
t6UJ9A00F9I1,Inventory,Procedure for issuing raw mats retrospectively after completing with zero issues,3,"Hi,
 
Just looking to have a Teams call with someone re: walking through the proper procedure to issue raw materials retrospectively after a WO have been completed but not issued stock.
 
Please can someone send a Teams invite to myself and  (bbolton@wax-lyrical.com).
 
Thanks.
 
 
Best regards,","I emailed with some advice, Andrew said  was on site and I made him aware what I sent as Andy assumed he would discuss this on site.
I havent heard a response so i suspect Andrew hasn't had chance to check. If there is still an issue please feel to re-log a call."
t6UJ9A00FAR1,,,3,"When we raise a PO for the service code ACCESS PANELS we are adding a quantity and then the value.

However, when we are receipting the stock, it is pulling through the Invoiced quantity as the monetary value rather than the quantity ordered. 

This is the causing an issue as it leaves the PO open on the system.

This is only happening on service codes not product codes. Is this something that can be looked into please?",Service code had been set up to invoice by value and not quantity. Changed flag
t6UJ9A00FACA,Inventory,Linked to  - Bill and Hold query,3,"Further investigation required

I have been looking at using the ‘sales despatches by customer’ (SDBC) option in inventory in the Demo. Unfortunately, it does not appear to work as described. The issues are as follows:

•	There does not appear to be a link between the SDBC transaction and the Sales order.
•	The default transaction number cannot be amended to the  number as there is only room for five characters.  have six characters.
•	The reference field where the sales order is entered when using the SDBC option does not pull into  in Sage. Consequently the user needs to add the SO in the comments section of the SDBC to ensure there is a traceable reference in stock histories.
•	Whilst the option does down date stock, it does not close the SO. Therefore the product demand still shows as being required in Sage. Obviously, this is a major issue.

I have attached a file with screen shots from Sage to help explain the issues.

It may be that I have made an error using the option, as I have never used it before. However, it is probably worth you checking with Datel.",Call with Sarah and Carl. They decided to invesitgate further internally and reported back with any questions.
t6UJ9A00FANQ,,Sage 1000,3,I'm trying to post a journal in the FY 25 but it keeps posting in FY 24. Help please,By specifying the period and 'N' for next year Sage posted the journal to FY25.  sheet that extracts the g/l transactions needs to be amended to allow FY25 to be selected.
t6UJ9A00F9XV,MS,Daily checks ref,1,Daily checks ref,Daily checks completed. See attached report
t6UJ9A00F9XP,MS,,1,,Daily checks completed. See attached report
t6UJ9A00FAMN,,wants to delete  SO C044919,3,"wants to delete  SO C044919, it has already been dispatched but it had incorrect details",Invoice and credit orginal order and then raise a  only with correct prices
t6UJ9A00FAPJ,,Grni report - purchasing,1,"Grni report - purchasing


Morning, could you please help our purchasing department with the above?

I have included  in this mail.

Regards

Alan",Cleared orphaned processes
t6UJ9A00FAOR,,,1,Is there a way that journals can be automated by importing a journal template from Excel.,Referrred to
t6UJ9A00FAP1,,- sc7601,3,"Can you please unlock this sale cash batch as it is locked?

SC9917",Cleared lock
t6UJ9A00FAIZ,MTD Query,Needs help to install MTD,3,Needs help to install MTD,Provided help sheet and installer
t6UJ9A00FAOY,,,3,"We have a few users across two sites that are unable to access Sage, they receive the following message.

Failed to validate certificate.
The application will not be executed.

Is this something either of you can pls help with?",java web client certificate issue
t6UJ9A00FAMO,,Sage - Controllers,1,I check where we add in a new Controller please?,Generally speaking it will be on the menu as below … ( unless you have project DA1308 enabled then I believe it will be on the other menu (further below) within .
t6UJ9A00FAMX,Performance,EPR,3,My ERP screen is frozen and I cannot get in or out.  Can you help?,"Identified a customer record was locked, removed this lock and Allison was able to complete what her screen was attempting to do.
Had a further look to try and see how the customer record was locked at that stage, it appears the user in the customer record crashed out and I was unable to idenfity who the user was."
t6UJ9A00FAIC,MTD Query,MTD VAT,3,I'm trying to submit our VAT but the option to submit is greyed out ?,New licence issued
t6UJ9A00FAFQ,Reports,Query regarding ODBC and SQL via,3,Query regarding ODBC and SQL via,"Called to double check the way Simon was using NOLOCK in Microsoft SQL Query would work the way he expected (Not locking Sage, which is would).
Recommended to keep a backup of the original file and advice on the graph being lost when inserting NOLOCK ( doesn't understand what this is)"
t6UJ9A00FALE,,System froze when doing production receipt,3,stuck in the system on production receipt can someone cl;ear the lock asap. Fairly urgent to get closed off.,receipt process - all ok
t6UJ9A00FAHV,MTD Patch,,3,"I have just run the MTD software and get the following message.

Licence for MTD Submissions has expired.
MM137143 expired on the 07/04/2024.

Is this something we get through Datel ?",Requested new licence from Sage and advised to delete the Entitlements folder and the MTDBridgeCredentials.xml file.
t6UJ9A00FAAH,,Unable to,3,"We have had a problem with a .
 
On the batch, an invoice appeared which was actually from January 2024.
 
We did try to adjust the dates so that the batch would still upload, however, we had 4 attempts at this.
 
It has come up and said it has imported the file to SAGE, however, when I go into the below to post the batch, nothing appears there:","Sue had a file which was imported with Tetralink, the original batch was deleted meaning we needed this re-imported. Sue wanted to import the file without an invoice with a date outside the period. This was removed but then the file failed to import in Tetralink.
Corrected the file and reimported which recreated the batch without the invoice with a date outside the period.
Sue confirmed she was able to continue from here."
t6UJ9A00FAI1,,,3,"Can you please kill off all processes for user aaronh.

User was logged off while still processing and it has locked him out.",Killed hung sessions
t6UJ9A00F9ZM,Inventory,,3,I am looking at utilising the product group extra fields which are held in stockxpgm but noticed a few of the stock records (stockm) are not created in this table for example 21 134070999AII21PT or . Is there something which needs to be configured so they are there?,",
 
I don’t see a problem with populating the table with data as it’s not an active project. But I don’t believe the fields are visible from the Sage front end so are you just holding data for information / reporting purposes?
 
Yes, we won’t need to view in front-end. Purely holding data in there for reporting purposes."
t6UJ9A00FAHQ,,SCB3KQ,3,A cash batch SCB2KQ was posted as at 30/04/24.  Ledgers have been updated but the debtors control account and aged debtors listing does not seem to have been updated.  Can this please by investigated urgently as this is our year end.,Needed to look for SCB3KQ and not SCB2KQ
t6UJ9A00FAGG,Inventory,FW: STO1000INRAMP,3,We are having a problem with the above item it seems like all the details have been deleted from the stock code but when we try to add them back in we get an error regarding sale conversion. I think this happened once before.,Copied data from demo company to populate ifh and then ran stock recalc to ensure physical quantities were correct.
t6UJ9A00FAIP,,Cash post error,3,"One of our employees (Paul) is trying to post some cash but he is getting the following error.

We were expecting the date period to be 2505 but the error is suggesting 2506.  Paul did mention that he 'may have' run the month period end processes twice by accident..  Is there something we can check to resolve this?","CBPERIOD was 05, SLPERIOD was 06.
Advised to change SLPERIOD to 05 and Nathan confirmed this worked.
The period end clears down a number of tables and zeros some values, therefore if ran twice we can get away with correcting."
t6UJ9A00F9UI,,nlmastm query,3,"Hi, 

I was just wondering if it was possible to alter the below script so that it only returns full posting codes rather than all the sub-levels as well?

SELECT nlmastm.alpha_code, nlmastm.description, nlmastm.element1, nlmastm.period_actual01, nlmastm.period_actual02, nlmastm.period_actual03, nlmastm.period_actual04, nlmastm.period_actual05, nlmastm.period_actual06, nlmastm.period_actual07, nlmastm.period_actual08, nlmastm.period_actual09, nlmastm.period_actual10, nlmastm.period_actual11, nlmastm.period_actual12, nlmastm.period_actual13, nlmastm.period_actual14, nlmastm.period_actual15, nlmastm.period_actual16, nlmastm.period_actual17, nlmastm.opening_year_bal
FROM zentrus.scheme.nlmastm nlmastm
ORDER BY nlmastm.description

Thanks,
Sarah",Revised script sent through.
t6UJ9A00FAEI,Requisitions,created a requisition with incorrect values,3,A user has created a requisition with incorrect values (its showing over 7m) I know need to delete this but I can't access it to delete it?   Can you please advise.,"Connected and identified req value was  but limit set in user activity was 
Advised to increase limits to allow user access to order to amend/delete as necessary - can then set limit back to original value in user activity"
t6UJ9A00FADY,Printing,-,3,"Please would you check and advise why this order won't print?  

I've just tried printing I130558 but for some strange reason it won't let me print it.  I get the following message which I don't think I've ever seen before?","Connected and added PICK_REPRINT value YES to environment table in csmaster db
 1000 ERP Agent service
Paul to reboot or restart defcap service"
t6UJ9A00FA5E,,direct orders,3,"Please could I log a ticket we have raised a consolidated PO for a direct delivery purchase order  and sales order . Warehouse D product BGDA we receipted 280 but only 224 went through to invoice.   

The same has happened with po  and sales order , warehouse D  SCE26303762.

Not sure what has gone wrong?","Identified that sales order qty had been amended
Tested in house - system always updates PO based onSO qty
Can only suggest that order had a lock and not completed process
No facility to stop users from amending sales order once PO raised.
Advised to check linked po qtys on exit of sales order after amending qtys."
t6UJ9A00FA9G,,report designer,3,done some amendments to a couple of reports needs to know how to do these live for demo version on report designer,"on amending text size in report designer.

Unable to get WO status report to page break after each Works order
Suggested WO picking list and WO issues option to print multiple works orders"
t6UJ9A00FAE5,,,3,"Hi,


Thanks

Hi

Please see below
Each month when invoices go through the intercompany automation we get invoices that massively overpost for no reason.
As we can't process an invoice this large through V1 it means processing a manual credit note straight to sage, but this can take some time and means we can't have a document as backup.
Can you please make a ticket with Datel or this and mark it as urgent, so we can see if there is a way of preventing the issue rather than having to patch it each time it happens?


 
 

Thanks,
Craig","Connected to investigate and can see  set as list price on sales order  this is brought in to cs3live via edi as Purchase invoice with this price 
Advised to progress ticket with Defacto to see why system is using sales list price as purchase invoice price and not cost"
t6UJ9A00FAG0,MTD Query,MTD,3,"The person who usually does the VAT return has recently retired, so it is our first time doing this.

When we tick the submit option we were told that we would be able to click on a submit link and it would then generate a blank VAT return. We are only seeing the below.

 

Is this a case of not having some additional software on our computers or is it a permissions problem.

I look forward to hearing from you.",Need to isntall MTD client on users machine with full admin rights
t6UJ9A00FAF8,Cashbook,CASH AUDIT TRAIL,3,"Before closing period end last night, Angela ran cash audit trail and saved the file as she usually does.
When coming to open it this morning, the file states it is corrupted and cannot be opened (have tried repair and other fixes).
Is there any way to get the data off the server now the period has closed please?",Excel sheet had been corrupted so extracted all CSH item from the sales ledger for period 06 into a new Excel sheet.
t6UJ9A00FADU,,Change of,3,"The following invoices have been authorised before AP was closed, please can you change the effective date to May.",Effective dates amended in SQL and then manually and invoices have been posted
t6UJ9A00FACZ,,Help with year end needed please,3,Please could someone help with closing adjustment period. Thanks,provided and assistance given
t6UJ9A00FADE,,Help with year end,3,"We are just stuck on a journal that won't post, please could someone advise,
Please call me on","Advised to delete unnecessary journals to allow as year end will not proceed until all journals have been posted.
Posted correction journal for 29022 that was posted in error in FY23. 
Year end completed."
t6UJ9A00FABH,,,3,Can fhkxj be added to the SQL please she at the moment is getting background errors. access to bulk,"- 01/05/2024 11:30:48 (GMT )
I have added the user to the bulk admin group."
t6UJ9A00FAC0,Housekeeping/Monitor/Manage,clear down ref,1,"System log clear down by user and system wide - ref CCF agreed by  on 29/11/19 in relation to Monitor contract
Once a quarter - old one will be renamed system.logxxxxxx (date) and moved to G\sage\system\logs Nichols",Checked and the system logs already appear to be archived in D:\csserver\sage_log_archive
t6UJ9A00FAB3,Housekeeping/Monitor/Manage,Monthly housekeeping tasks ref - COMPLETE FIRST WORKING DAY OF THE MONTH,1,"Monthly housekeeping tasks ref  and agreed CCF authorised by  29/11/19
- Spooler management maintenance by user and system wide - First working day of the month - leave 2 years of spool queue

- Stock batch cleardown - remove zero batches from 'squem' table  - First working day of the month

- Schedule task to rename large debug.log files for sies running APIs and Fusion products.  3 servers VSD NID pi ns QMA ayarwm - DB Capture ogs (dbc files) Version one\tep folder on  - First working day of the month.

- Clear down V1 temporary folders (with agreed cu off dates).  These are on the  under versionone.  - First working day of the month - KEEP SIX MONTHS

- Clear down temporary tables in live directory - First working day of the month",All tasks completed however Stock batch cleardown was backed out on NICHOLS DISPENSE and VIMTO SOFTDRINKS DIVISION due to causing SQL locks affecting users entering orders.
t6UJ9A00FACV,,Error with cash allocation - currency issue,3,",
 
I given myself a bit of a problem at month end by incorrectly allocating a payment off in the wrong currency.
 
I keyed to bank 01 which is our GBP a/c, but the invoice is in EURO's and should have been keyed against bank 06 (our EUR a/c).  There's also the associated exchange difference to sort too! 

Sorry!
 
This was keyed in April 2024 (30/04/24), and April is still open as a period on our system.
 
Can this payment allocation be reversed?  
 
If yes, please could you let me know how, as soon as possible?
 
If no, please could you let me know the best way to rectify the situation so the banks rec?
 
Kind regards,",Had teams call with Luke and advised on reversing transaction by entering negative receipt to correct bank accounts then posting transaction to correct bank
t6UJ9A00F9R6,,Nicholls & Clarke: Addition to form,3,"Hello


Require the unit pricing, line value and grand total & Po number on the MAST po_printing form.


This was print before:

 

This is print out now:
 

This maybe due to the form change requested around 17/04.




Regards,",",

Please can you test in demo, I’ve added the additional address lines, and they are appearing on the PO but not the supplier info but that could be the supplier product I tested with doesn’t hold the information."
t6UJ9A00FAD4,,Please can you reset Veronika's password and email her,3,Please can you reset Veronika's password and email her,"password reset and account unlocked
user has confirmed she's in"
t6UJ9A00FACE,,Sage month end error,3,"WE have had an issue when running month end that says a batch has not been posted during this is from the system log.

================================================================================
Company:MAST GROUP LTD
--------------------------------------------------------------------------------
       :     SCW60S                Item :   SCW60S                     Customer :  E0701

Is this just a warning that the batch is still in existence as the period has gone over to 8 on the system.

How can we see how much this batch is for?

Going into our DEMO system a restore from last night live system backup.  We cannot see a value against the order.

Jonathan",Christine checked that the items in SCW60S were already closed under a different batch reference so advised to delete this batch
t6UJ9A00FA9D,,stuck orders,3,"I have the below stuck orders can you arrange so they can be moved on so I can invoice?

SP101401 DNI11 23/04/2024 23/04/2024
SP101353 DAS06 25/03/2024 25/03/2024
SP101312 DWB01 29/02/2024 29/02/2024
SP101293/1 DDP01 19/02/2024 19/02/2024
SP101412 DBN02 30/04/2024 30/04/2024",Amended status of 5 orders from K to 6 in opheadm table in  sagelive database
t6UJ9A00F9UQ,,Problem with refreshing excel worksheets,3,"Good morning,
I wonder if you could help me. In excel I am unable refresh spreadsheet queries , I can sometimes refresh individual tabs, never refresh all, and unable to refresh all tabs individually. On some worksheets I cannot even refresh individual tabs. 
When I try, I get the following messages:


Could you please point me in the right direction in fixing this issue?

Thank you
Claire",“Microsoft® Query” apparently causes the SQL server to try and start a trace.  to change “Microsoft® Query” to something else.
t6UJ9A00FABW,,locked,3,"Hi,

I'm trying to end the period in – Finance –  – Housekeeping – , but it is showing there is a payment batch in there. When I try and click on the batch it says batch locked. Is there any way to see this payment batch and remove it?

It's holding up month end so any help would be appreciated.

Thanks,

Lee",clear lock
t6UJ9A00F9KA,,Issues with Orders,3,"Hi 

We seem to have an issue where the shipper_code3 field on the opheadm is not being populated on some orders.
We think it is causing an issue when we convert an AA quote to an AB order number.
When creating an AB quote and converting it – all seems to be ok.
The shipper_code3 holds the username of the person who processes the order.

We were running out of AA order numbers so had to move to AB order numbers – this happened a few weeks ago.

Jayne

 
IT  

: +44 (0)  
: +44 (0)  
uform.co.uk","- 01/05/2024 09:15:06 (GMT )
Jayne is happy to close the call. Difficult to track this with the current level of logging within the application."
t6UJ9A00F9HV,,server error,3,trying to run VAT return but getting the  500 internal server error,"Helen has confirmed that the Server will be restarted on , this should fix the SRD issue after I had Re-Registered the jscript.dll


 
I will close this ticket now but please come back to me if this is still an issue
 
Regards
 
Ian"
t6UJ9A00FAAM,,locked batch,3,BX8310-ERROR,Connected and released lock
t6UJ9A00F6W8,,Future posting,3,"Hi,
 
Ticket#:
 
Last year we had an issue with future postings, we ran the re-build for accm and mastm however we were still left with balances after.
Following a follow up email with Rosie we were advised we would need to re-run the re-builds again, but for next year but don't need to update opening balances. We have carried this out on the 31/03/24 however I have been advised the balances are still there.
 
Could this please be investigated and advised accordingly on the best way forward to resolving this.","Advised on running NL rebuild on nlmastm Master table only for next year as summary TB did not show any variance for acount only codes
Jeanette confirmed that all now okay
Subsequent checks found that current balance was incorrect so advised to run rebuild on master file for current year
Year end had been ran which then updated current balances correctly"
t6UJ9A00FA8U,,[oplistm],3,"Hi
 
I can see in the table [oplistm] that we used to make use of the price_start_date and price_end_date fields in Sage, but stopped in 2018.
 
I was wondering whether it is possible to preload prices, i.e. with a future price_start_date, so that orders don't pick up the new price until that day. Is that how it works?
 
If so, do you foresee any potential issues?
 
Thanks
 
Paul",on promotional prices in oplistm advising that they can be loaded with future dates and confirmed OPPRICEDAT = E on their system
t6UJ9A00FA9I,,/ -End,3,"ould you be able to help please, I have just completed running the month end for April and at the very end when running the POP  I have received the error below!!",user in PO option blocking process so have killed them off and period end completed.
t6UJ9A00FA8Y,,report designer,3,"Wants to change format of a report, how is this opened in report designer to make amendments",Ethan called and advised they had managed to sort accessing the report.
t6UJ9A00FA4G,,,3,"We receive a report that runs daily showing our end of day sales, on the product code sealant type 2 highlighted below its picking up a cost price of 3.81, in the full stock details in sage where I amend cost prices its showing 1.97 which is the correct price. Can you please have a look at why its different and where it's getting this information from. All the other daily orders pull cost prices from full stock details. This report is created in the  software.","Connected and identified that order was in EUR currency so notify report showing EUR values from opdetm/opsahistm tables which converted to 3.31 which could be found on old batches from 2022 
Sam advised that the order has been converted from std order so this was possible cost at the time the original order was created"
t6UJ9A00FA6J,Reports,,3,"I'm hoping that you will be able to help me with the view of reports pulled from Sage 1000. 
I have tried to pull an aged debt analysis report and the view of the report is different to what I am used to seeing, please see the attached screenshots, the one from Adele's PC is what we are used to seeing and the one from Rosie is how it is coming out on my PC. I have also noticed this on other reports I have tried to run over the past day too.","to amend the font on  to ""Monospaces""
It appears this has changed, but Rosie is unsure why but this has now been corrected."
t6UJ9A00F91X,MTD Query,Sage MTD licence has expired,3,"Sage MTD licence has expired, having checked with Sage they advise the expiry date is correct at their side.  Can we please look into this on Support, and contact Sage support if necessary?  Licence details attached.

MB has asked Fredrik to try to log off and back in again, in case something has updated meanwhile.",Delete the entitlements folder and trying to enter the licence details
t6UJ9A00FA6T,,,3,"Hi,

We've just had a new license through from you.
Ive done what I'm supposed to do with it and Sage is reporting it as invalid.

Javi","reverted to the previous licence and checking details looks OK when compared to the new one, only difference was the spelling of the licence file 'license' so not recognised corrected and all ok."
t6UJ9A00FA5P,,error when runs reports,3,"when runs reports has error:-


500 internal sever error",'s SRD Reporting document - step 5.1 5.1 HTTP 500 Error when running reports to fix issue
t6UJ9A00FA46,,,3,wI have tried closing our nominal year end and it come up with the message below. It normally is a re-indexing issue on our EURO Exchange. Can you help please? Profit journal and all reports have been run and adjustment period is closed.,Needed to run generate new account file to remove inconsistencies on the account codes as per summary TB to allow  to complete
t6UJ9A00F9PS,,Inter-,3,"Hiya 

Please can you add the option for me to print in the Stock/Management/Inter-warehouse Transfer window 

Need to have the print option please 

Best regards",formset changed for  richard  from NV2 to WH1 to be able to print inter warehouse transfer
t6UJ9A00FA49,,system down,5,"First name:
Mike
 
Last name:
Waters
 
Company name:

 
Phone number:

 
Email:
.uk
 
Message:
Licence key not working, urgent system down","- 30/04/2024 08:50:59 (GMT )
Closing ticket, Mike has applied the licence, false alarm"
t6UJ9A00F9YO,,excel issue,3,can't save reports to excel  - when tries to open it doesn't open,"A process running the  service had stopped responding, after one failed attempt to restart it worked on the second attempt.
AW  however restarted the server as well as another process was taking up a lot of memory."
t6UJ9A00FA2T,Inventory,Stuck in,3,Please can you unstick me from ?,clear process
t6UJ9A00FA27,,MEL reports,3,", 

Can you please check MEL system for locks because my reports have frozen and won't run.",clear blocking processes
t6UJ9A00FA1H,,,3,"Can you kill 's  please? It seems to have frozen and had him stuck in an order, thank you!",Connected and cleared locked processes from this morning.
t6UJ9A00F9ZJ,,Printing remittances,3,",

We struggle to print or even generate remittances for suppliers that are set up with a numeric beginning  eg 2F TECHNOLOGIES

 

Please could you kindly assist – many thanks",Problem using A-Z range for supplier and alpha code when alpha code begins with 2; going to change it to T
t6UJ9A00F9FU,,in the US side of sage,3,I raised two credit notes C002371 & C000355 against invoices OP/I085015 & OP/I007113 as we sold these to the wrong customer. We should have sold these to our US office where i raised PO . I am trying to receipt 7-off units that i credited but it is saying the serial numbers have been duplicated. The serial numbers have been adjusted out of the US side of sage but it is still coming up with this.,"MCLAREN APPLIED TECH INC is set not to permit the Reuse of Serials numbers on returns.
On MCLAREN APPLIED TECH INC changed POSNREUSE from NO to YES
Kerry then was able to return stock
On MCLAREN APPLIED TECH INC changed POSNREUSE from YES to NO

If this does become a regular occurance, as the other MCLAREN companies appear to allow serial number reuse on returns, it might be worth reviewing if your IT team want to set POSNREUSE to YES on MCLAREN APPLIED TECH INC."
t6UJ9A00FA1Q,,Creating a new payment Category on Sage 1000,3,"Are you able to tell me how to create a new payment terms code on SAGE 1000, credit details, Category? I need one for 75 days from date of invoice.",Called for Adele and advised on setting up a SLCREDCATF = I75
t6UJ9A00FA1E,,,3,"Please could you look at this, I believe this has only happened since we had the patch done. 

I'm getting the following error when I am trying to pull some reports from Sage, is there anything we can do to fix this?","appears to have managed to consume a large amount of memory.
Denise's error was correct as it could allocate no more memory.
I closed the program program and the reports printing then worked correctly again."
t6UJ9A00F9UY,,Login issue,3,BAS\Simon.C.Dexter is not setup for Sage auto-logon (Or at least I think that's what it's called) so he can't get onto Sage.  Can you help please?,ensured windows Login set correctly.
t6UJ9A00F9M5,AutoQ,Valuation process,1,",

Please could you check that the automatic valuation process ran as expected last night?

I've just run a manual valuation process and a large number of contracts appeared.

Many thanks,

David",AutoQ up and running after checking through.
t6UJ9A00FA04,,error on sage,3,"Louise called up and mentioned that there were 6 copies of a pick list that was created and deleted in 2017.
One of our colleagues, Cat's sage has crashed twice this morning so wondering if this is connected?","Not sure what the orignal issue was, they have deleted and re-entered the orders"
